Acquired on 12/16/2025 at 17:12:12
Device Descriptor:  [none]
Number of Scan Averages:  1
Time Domain Window Resolution Bandwidth (pm):  1.704315
Filter Resolution Bandwidth (pm):  0.000000
Convolved Resolution Bandwidth (pm):  1.704315
Channel Width: 25.000 nm

X Axis - Wavelength (nm)	X Axis - Frequency (GHz)	Insertion Loss (dB)	Group Delay (ps)	Chromatic Dispersion (ps/nm)	Polarization Dependent Loss (dB)	Polarization Mode Dispersion (ps)	Linear Phase Deviation (rad)	Quadratic Phase Deviation (rad)	JM Element a Amplitude	JM Element b Amplitude	JM Element c Amplitude	JM Element d Amplitude	JM Element a Phase (rad)	JM Element b Phase (rad)	JM Element c Phase (rad)	JM Element d Phase (rad)	X Axis - Time (ns)	Time Domain Amplitude (dB)	Time Domain Wavelength (nm)	Max Loss (dB)	Min Loss (dB)	Second Order PMD (ps^2)	Phase Ripple Linear (rad)	Phase Ripple Quadratic (rad)
   1.60672163E+003	1.86586433E+005	-4.83111607E+001	3.45288221E+003	1.18138991E+006	1.86298399E+001	1.69245905E+003	8.04427956E+002	-1.28423642E+005	3.56954580E-003	2.64125029E-003	2.86246203E-003	1.26281227E-003	-3.90319761E-001	3.32255695E-001	-6.79542452E-001	-2.17218550E-001	1.78396614E+000	-8.84808206E+001	1.60772089E+003	-4.53599951E+001	-6.39898350E+001	1.62167669E+006	2.69039910E+001	1.92299218E+001
   1.60672300E+003	1.86586274E+005	-5.52654661E+001	5.07760213E+003	-1.33593563E+006	6.39451032E+000	1.58581558E+003	8.03127977E+002	-1.28647367E+005	8.13902038E-004	1.67999164E-003	7.68969642E-004	1.36872834E-003	1.13836859E+000	1.10212293E+000	-1.35369532E+000	2.29605978E+000	1.78549482E+000	-8.44177241E+001	1.60821424E+003	-5.31520153E+001	-5.95465256E+001	4.41887720E+005	2.69631508E+001	1.92364831E+001
   1.60672438E+003	1.86586114E+005	-4.75465646E+001	3.24033830E+003	-8.13677780E+004	6.46727629E+000	2.81949549E+003	8.03671637E+002	-1.28869439E+005	3.61296748E-003	2.83779116E-003	3.35010662E-003	1.69011474E-003	1.08546426E+000	-1.84225687E+000	2.24002573E+000	1.40876941E+000	1.78702350E+000	-8.53875597E+001	1.60847012E+003	-4.54196293E+001	-5.18869056E+001	2.23158877E+006	2.70250800E+001	1.92445993E+001
   1.60672575E+003	1.86585954E+005	-4.87922763E+001	3.12843595E+003	-2.10136850E+005	1.91521454E+001	2.04927091E+003	8.04327588E+002	-1.29091591E+005	4.63830011E-003	1.85630618E-003	8.39569736E-004	8.64573616E-004	3.49832494E-001	-2.78087799E+000	5.67372681E-001	3.10810539E+000	1.78855217E+000	-8.80094137E+001	1.60795695E+003	-4.58344503E+001	-6.49865957E+001	2.15743093E+006	2.70878806E+001	1.92533271E+001
   1.60672713E+003	1.86585794E+005	-5.17986872E+001	2.83944137E+003	-4.35134350E+005	9.33742223E+000	4.50088254E+002	8.05273535E+002	-1.29313643E+005	2.14400214E-003	7.66897290E-004	1.48476040E-003	2.41422326E-003	2.39554243E-001	-4.19903109E-001	-2.80512163E+000	2.88370495E+000	1.79008085E+000	-9.10173143E+001	1.60768630E+003	-4.92669034E+001	-5.86043256E+001	1.60075982E+006	2.71514319E+001	1.92622096E+001
   1.60672851E+003	1.86585635E+005	-5.10560453E+001	2.24101380E+003	-7.16190784E+005	2.26424157E+001	8.07224727E+002	8.06819987E+002	-1.29535287E+005	3.50891371E-003	1.58604827E-003	7.78979810E-004	4.98029159E-004	3.71166809E-001	-1.90432868E+000	2.61927437E-001	-2.73008058E+000	1.79160953E+000	-8.88420048E+001	1.60770196E+003	-4.80693156E+001	-7.07117312E+001	4.55294178E+005	2.72125839E+001	1.92693712E+001
   1.60672988E+003	1.86585475E+005	-5.31777823E+001	1.25605584E+003	1.07754300E+006	7.88652740E+000	2.39518232E+003	8.09354813E+002	-1.29756133E+005	1.56906757E-003	1.02114230E-003	2.29351292E-003	9.25631018E-004	3.77476410E-002	2.75564423E+000	-3.13606785E+000	-2.53739470E+000	1.79313820E+000	-8.77364684E+001	1.60791280E+003	-5.08221027E+001	-5.87086301E+001	2.62011477E+006	2.72736748E+001	1.92767008E+001
   1.60673126E+003	1.86585315E+005	-5.52076998E+001	2.73797434E+003	-1.17920639E+005	1.50032829E+001	2.84776109E+003	8.10402580E+002	-1.29978657E+005	1.42157699E-003	1.72867635E-003	8.94396985E-004	4.69100661E-004	1.79426049E+000	-1.71081313E+000	2.05411196E+000	-8.98960020E-001	1.79466688E+000	-9.15415821E+001	1.60662806E+003	-5.23325085E+001	-6.73357914E+001	4.52089762E+006	2.67635625E+001	1.92863409E+001
   1.60673263E+003	1.86585156E+005	-5.48889857E+001	2.57580069E+003	-6.37887988E+004	4.84486561E+000	1.37214264E+003	8.11613083E+002	-1.30201211E+005	1.08232864E-003	1.73532466E-003	8.35035096E-004	1.26816280E-003	-2.75389895E+000	-1.91571264E+000	1.78852286E+000	-2.53374344E-001	1.79619556E+000	-8.85370998E+001	1.60785833E+003	-5.31097767E+001	-5.79546423E+001	3.02586322E+006	2.67701197E+001	1.92953325E+001
   1.60673401E+003	1.86584996E+005	-5.33298345E+001	2.48807322E+003	9.90830254E+004	4.99132615E+000	7.12660257E+002	8.12911618E+002	-1.30423867E+005	1.77355507E-003	4.35628515E-004	1.55272274E-003	1.88266879E-003	-2.68800894E+000	-1.64495256E+000	1.31359624E+000	-3.87632149E-001	1.79772423E+000	-8.62893678E+001	1.60803797E+003	-5.15149305E+001	-5.65062567E+001	9.98553033E+005	2.67763941E+001	1.93032961E+001
   1.60673538E+003	1.86584836E+005	-4.87453372E+001	2.62434038E+003	-2.27847471E+004	2.00550576E+001	2.91710787E+003	8.14073413E+002	-1.30646851E+005	4.50266698E-003	1.69974501E-003	1.87567358E-003	1.33358961E-004	-1.33720849E+000	1.04840305E+000	-1.12234060E+000	9.34176003E-001	1.79925291E+000	-9.06559855E+001	1.60743514E+003	-4.57777092E+001	-6.58327668E+001	6.36384628E+006	2.67831618E+001	1.93091137E+001
   1.60673676E+003	1.86584676E+005	-5.14149875E+001	2.59300486E+003	1.32469714E+005	2.31236290E+001	1.74802383E+003	8.15266652E+002	-1.30869995E+005	3.28933725E-003	1.83350162E-003	3.87447907E-004	3.27446689E-004	-1.91296736E+000	1.43239663E-001	1.17918145E+000	-1.92222246E+000	1.80078159E+000	-8.78065303E+001	1.60736352E+003	-4.84257916E+001	-7.15494206E+001	2.10621604E+006	2.67900342E+001	1.93142079E+001
   1.60673813E+003	1.86584517E+005	-5.08326709E+001	2.77518877E+003	-1.60446035E+006	2.54220233E+001	2.26457534E+003	8.16277075E+002	-1.31093513E+005	6.42930497E-004	7.94158728E-004	3.06635129E-003	2.46252792E-003	-5.36632308E-001	-1.61004762E+000	1.81961325E+000	8.62338909E-001	1.80231027E+000	-8.65426097E+001	1.60766938E+003	-4.78348150E+001	-7.32568383E+001	3.72254838E+006	2.67964706E+001	1.93189443E+001
   1.60673951E+003	1.86584357E+005	-6.35127304E+001	5.68591071E+002	1.00702855E+006	5.88841326E+000	8.32434305E+002	8.19501751E+002	-1.31315009E+005	3.92574816E-004	5.38797933E-004	6.63555314E-004	7.76430623E-005	-1.96614246E+000	-2.32743365E+000	2.41228774E+000	-2.63755242E+000	1.80383894E+000	-8.87637847E+001	1.60816382E+003	-6.14982918E+001	-6.73867050E+001	2.02084923E+006	2.68032107E+001	1.93238749E+001
   1.60674088E+003	1.86584197E+005	-5.68244288E+001	1.95354937E+003	3.98550904E+005	1.66302322E+001	2.48752354E+003	8.21336665E+002	-1.31538085E+005	6.96979101E-004	1.17125780E-003	6.61291246E-004	1.36389995E-003	-1.63083553E+000	2.46161377E-001	1.26474615E+000	-2.46060020E+000	1.80536762E+000	-9.05741710E+001	1.60786275E+003	-5.39074727E+001	-7.05377049E+001	5.53224965E+006	2.68102234E+001	1.93281946E+001
   1.60674226E+003	1.86584038E+005	-5.06386553E+001	2.50167417E+003	9.06113907E+004	8.39715660E+000	3.12760062E+003	8.22621551E+002	-1.31761902E+005	1.95593273E-003	3.37086363E-004	2.68192963E-003	2.47646301E-003	-2.67936234E+000	-1.45171922E+000	1.30540679E+000	-4.35016655E-001	1.80689630E+000	-8.76517616E+001	1.60802679E+003	-4.82150394E+001	-5.66121960E+001	3.61603180E+006	2.68175529E+001	1.93317692E+001
   1.60674363E+003	1.86583878E+005	-5.13167579E+001	2.62629172E+003	8.57081079E+005	1.22711640E+001	6.17333424E+002	8.23781388E+002	-1.31986036E+005	1.50395672E-003	5.25187334E-004	3.15480443E-003	1.50950568E-003	-2.37124468E+000	-1.53616437E+000	9.09972426E-001	-3.28377231E-001	1.80842497E+000	-8.70197783E+001	1.60754455E+003	-4.85565519E+001	-6.08277159E+001	2.65438758E+006	2.68221213E+001	1.93372979E+001
   1.60674501E+003	1.86583718E+005	-5.61222348E+001	3.80503452E+003	-3.99182131E+005	1.65821727E+001	2.96688141E+003	8.23758392E+002	-1.32211544E+005	6.70301669E-004	8.53880380E-004	1.63159950E-003	1.02167219E-003	4.70935048E-001	-2.84539075E+000	2.84887021E+000	-4.63856504E-001	1.80995365E+000	-8.83139863E+001	1.60781564E+003	-5.32063062E+001	-6.97884789E+001	4.79535856E+006	2.68283622E+001	1.93424100E+001
   1.60674638E+003	1.86583559E+005	-5.26052425E+001	3.25603877E+003	-6.09961405E+002	8.32019359E+000	8.65406016E+001	8.24286297E+002	-1.32436692E+005	2.22369242E-003	2.10614491E-003	1.02365287E-003	7.40971299E-004	-2.04743538E+000	2.69360019E+000	-2.46331458E+000	-1.39745220E+000	1.81148233E+000	-8.72790774E+001	1.60846744E+003	-5.01914274E+001	-5.85116210E+001	2.87136893E+006	2.68354742E+001	1.93450110E+001
   1.60674776E+003	1.86583399E+005	-4.80877115E+001	3.25519989E+003	-7.50763149E+005	1.26255858E+001	2.59304090E+003	8.24815044E+002	-1.32662031E+005	3.88219013E-003	3.38561513E-003	3.70463628E-004	2.09596565E-003	-3.61454144E-001	2.59380680E+000	6.07846590E-001	-2.77088603E+000	1.81301101E+000	-9.18138071E+001	1.60893414E+003	-4.53084180E+001	-5.79340038E+001	3.99580525E+006	2.68422056E+001	1.93485733E+001
   1.60674913E+003	1.86583239E+005	-5.31143907E+001	2.22267074E+003	2.63198201E+005	1.77603059E+001	1.41988023E+003	8.26379902E+002	-1.32886525E+005	1.07210363E-003	2.08539759E-003	9.09038976E-004	1.85432752E-003	-6.78162749E-001	-2.13777714E+000	-2.82900811E+000	2.64428694E+000	1.81453968E+000	-8.79319464E+001	1.60797177E+003	-5.01762250E+001	-6.79365310E+001	2.42381219E+006	2.68491863E+001	1.93498951E+001
   1.60675051E+003	1.86583079E+005	-5.28303935E+001	2.58464945E+003	1.28466844E+006	1.66440063E+001	2.29693938E+003	8.27581525E+002	-1.33111573E+005	2.28151562E-003	6.43196956E-004	2.13095409E-003	5.12804782E-004	-6.48264333E-001	-2.60416030E-001	-5.74072800E-001	-1.44211286E+000	1.81606836E+000	-8.65654645E+001	1.60756832E+003	-4.99131449E+001	-6.65571512E+001	2.58835134E+006	2.68562098E+001	1.93512631E+001
   1.60675189E+003	1.86582920E+005	-4.83567432E+001	4.35146787E+003	-9.83565325E+005	5.15198732E+000	2.00331381E+003	8.27010201E+002	-1.33338585E+005	2.93210651E-003	3.16182302E-003	3.15223481E-003	8.16832494E-004	-6.59489887E-001	1.58302191E+000	-1.59081250E+000	-2.44967739E+000	1.81759704E+000	-8.63974557E+001	1.60776860E+003	-4.65037208E+001	-5.16557081E+001	2.38488769E+006	2.68652477E+001	1.93496937E+001
   1.60675326E+003	1.86582760E+005	-5.04340477E+001	2.99875751E+003	-8.81010390E+005	7.83087319E+000	4.05638492E+002	8.27796279E+002	-1.33564431E+005	7.28409668E-004	1.44320506E-003	3.53287294E-003	1.73296390E-003	-1.79057067E-001	1.06151872E+000	-1.12580500E+000	-2.70004808E+000	1.81912571E+000	-9.13128347E+001	1.60860100E+003	-4.80861984E+001	-5.59170716E+001	1.66322332E+006	2.68753928E+001	1.93472347E+001
   1.60675464E+003	1.86582600E+005	-5.10649457E+001	1.78709023E+003	-1.60019166E+005	7.21479850E+000	1.32843684E+003	8.29798229E+002	-1.33789253E+005	1.99467666E-003	2.91953101E-003	1.41169526E-003	1.07493263E-003	-1.68272189E+000	7.55802082E-001	-1.04813452E+000	-8.71764377E-001	1.82065439E+000	-8.66631781E+001	1.60818347E+003	-4.88097427E+001	-5.60245412E+001	1.04578899E+006	2.68859701E+001	1.93450583E+001
   1.60675601E+003	1.86582441E+005	-5.35207620E+001	1.56701301E+003	4.45740777E+005	1.13971925E+001	9.43045790E+002	8.32021020E+002	-1.34014045E+005	1.52949971E-003	2.22620955E-003	6.49110774E-004	1.08367065E-003	-2.32905356E+000	7.50703533E-001	-1.58710585E+000	-1.08746319E-001	1.82218307E+000	-8.56006699E+001	1.60764303E+003	-5.08143964E+001	-6.22115889E+001	1.67701301E+006	2.68980762E+001	1.93420201E+001
   1.60675739E+003	1.86582281E+005	-6.15157276E+001	2.18004933E+003	2.11178993E+006	6.23548380E+000	2.57965989E+003	8.33628647E+002	-1.34239644E+005	7.71610102E-004	2.18266313E-004	5.00898950E-004	7.18923647E-004	-1.15855486E-001	2.82920699E+000	-1.36754774E+000	3.06025912E+000	1.82371175E+000	-8.64592992E+001	1.60796912E+003	-5.94323932E+001	-6.56678770E+001	2.24342646E+006	2.69101170E+001	1.93390339E+001
   1.60675876E+003	1.86582121E+005	-5.15279247E+001	5.08444175E+003	-1.59831277E+006	1.19549720E+001	2.93823307E+003	8.32321805E+002	-1.34468348E+005	1.17664522E-003	1.73577792E-003	2.05883545E-003	2.33065330E-003	-1.11871089E-001	-1.11345751E+000	3.00288595E-001	-1.78690998E+000	1.82524042E+000	-8.85347463E+001	1.60859618E+003	-4.87860341E+001	-6.07410060E+001	4.81639516E+006	2.69226192E+001	1.93349717E+001
   1.60676014E+003	1.86581961E+005	-5.56436303E+001	2.88624231E+003	6.34932993E+005	5.77959456E+000	3.05363251E+003	8.33220790E+002	-1.34695038E+005	2.04033601E-003	2.90739251E-004	3.35410396E-004	1.04565512E-003	4.74630997E-001	7.06679982E-001	-1.22944488E+000	2.68978451E+000	1.82676910E+000	-8.77217747E+001	1.60832053E+003	-5.36517134E+001	-5.94313079E+001	1.18197075E+006	2.69346556E+001	1.93317077E+001
   1.60676151E+003	1.86581802E+005	-5.64971145E+001	3.75948299E+003	4.54504561E+004	9.35226989E+000	1.20488224E+003	8.33243503E+002	-1.34922795E+005	1.62663339E-003	1.13978693E-003	5.76446098E-004	4.50641358E-004	3.89849681E-001	2.21657764E+000	-2.02701563E+000	2.58203765E+000	1.82829778E+000	-8.76074193E+001	1.60819018E+003	-5.39637840E+001	-6.33160539E+001	2.33586184E+006	2.69467370E+001	1.93282324E+001
   1.60676289E+003	1.86581642E+005	-5.06217964E+001	3.82199235E+003	-4.21788638E+005	2.08938249E+000	2.85020592E+003	8.33203491E+002	-1.35150806E+005	2.43081187E-003	1.79457557E-003	1.58864581E-003	2.38304924E-003	-8.07433280E-001	3.51578275E-001	-2.56443865E-002	-2.49240484E+000	1.82982645E+000	-8.41209473E+001	1.60789431E+003	-4.97015615E+001	-5.17909440E+001	5.95976270E+006	2.69596678E+001	1.93219590E+001
   1.60676426E+003	1.86581482E+005	-5.13331077E+001	3.24189294E+003	-4.20153241E+005	1.21006600E+001	3.85478131E+002	8.33745591E+002	-1.35378426E+005	1.89786883E-003	2.92882507E-003	9.57655174E-004	1.27144937E-003	-1.11139681E+000	1.05680305E+000	-2.88851218E-001	-2.97000028E+000	1.83135513E+000	-8.84025560E+001	1.60572218E+003	-4.85826220E+001	-6.06832819E+001	2.54096280E+006	2.69726341E+001	1.93148955E+001
   1.60676564E+003	1.86581323E+005	-5.49602638E+001	2.66404174E+003	8.82160735E+005	7.98739131E+000	3.02046078E+003	8.34867547E+002	-1.35605658E+005	8.46963609E-004	1.80624641E-003	6.05243431E-004	1.42705815E-003	2.68112287E+000	1.22614422E-001	1.98538476E-001	1.70931324E-001	1.83288381E+000	-9.03849140E+001	1.60783553E+003	-5.25906113E+001	-6.05780026E+001	4.46172524E+006	2.69859655E+001	1.93052680E+001
   1.60676701E+003	1.86581163E+005	-5.77298650E+001	3.87730980E+003	5.25804844E+005	5.90026082E+000	2.69234608E+003	8.34772025E+002	-1.35834298E+005	8.02531540E-004	9.60961003E-004	1.14094193E-003	7.09901060E-004	-1.06297610E+000	9.94355983E-001	-5.78009255E-001	-2.97056203E+000	1.83441248E+000	-8.57064763E+001	1.60785345E+003	-5.57130012E+001	-6.16132620E+001	1.19054855E+006	2.70004874E+001	1.92927763E+001
   1.60676839E+003	1.86581003E+005	-5.61360923E+001	4.60046975E+003	-7.80289113E+005	1.16479611E+001	2.15264249E+002	8.33950834E+002	-1.36063856E+005	5.42924411E-004	1.26516066E-003	1.26913107E-003	1.16734519E-003	-2.47798023E+000	1.20885118E+000	-8.59996910E-001	-2.75807930E+000	1.83594116E+000	-8.52818901E+001	1.60761888E+003	-5.34132258E+001	-6.50611869E+001	2.48256696E+006	2.70147349E+001	1.92806855E+001
   1.60676976E+003	1.86580843E+005	-5.36823807E+001	3.52730580E+003	-2.91113425E+005	1.43225890E+001	1.82190105E+003	8.34206531E+002	-1.36292527E+005	2.23096075E-003	8.86537081E-004	1.51002945E-003	7.23153070E-004	2.22150590E+000	1.61871755E+000	-2.77524105E+000	1.78275911E+000	1.83746984E+000	-8.83636860E+001	1.60734574E+003	-5.08297041E+001	-6.51522931E+001	2.52381401E+006	2.70294636E+001	1.92690278E+001
   1.60677114E+003	1.86580684E+005	-5.24762122E+001	3.12692476E+003	-4.65216676E+004	7.61174939E+000	6.31239680E+002	8.34863998E+002	-1.36520988E+005	1.90623214E-003	2.13181000E-003	4.20019859E-004	1.71867590E-003	2.24266361E+000	-2.92264178E+000	-2.82186807E+000	7.58259948E-001	1.83899852E+000	-9.02603090E+001	1.60752142E+003	-5.01600420E+001	-5.77717914E+001	1.32129609E+006	2.70441447E+001	1.92593475E+001
   1.60677252E+003	1.86580524E+005	-5.32543886E+001	3.06294136E+003	-2.08129316E+005	9.38299881E+000	1.41007470E+003	8.35585670E+002	-1.36749577E+005	1.73584870E-003	2.28218347E-003	1.03522264E-003	4.00311749E-004	2.21990745E+000	-2.21885584E+000	2.03980917E+000	1.57208502E+000	1.84052719E+000	-8.96701601E+001	1.60765590E+003	-5.07178721E+001	-6.01008709E+001	1.78649496E+006	2.70579557E+001	1.92498267E+001
   1.60677389E+003	1.86580364E+005	-5.49263234E+001	2.77669102E+003	1.87335065E+005	7.47648843E+000	3.07671841E+003	8.36594586E+002	-1.36978069E+005	1.47136563E-003	1.28919524E-003	1.11507254E-004	1.61040041E-003	4.96787592E-001	2.74623332E+000	-7.57276438E-001	2.58933495E+000	1.84205587E+000	-9.05028462E+001	1.60842004E+003	-5.26303999E+001	-6.01068884E+001	5.42647997E+006	2.70719558E+001	1.92392995E+001
   1.60677527E+003	1.86580205E+005	-5.02293740E+001	3.03434246E+003	-2.02792270E+006	6.07865481E+000	3.04162912E+003	8.37344956E+002	-1.37207011E+005	1.24480222E-003	2.20602996E-003	3.17078129E-003	1.58150209E-003	-1.40530101E+000	1.25021277E+000	-9.90036284E-001	-2.88942448E+000	1.84358455E+000	-9.03462763E+001	1.60797123E+003	-4.81766251E+001	-5.42552799E+001	1.89596548E+006	2.70859464E+001	1.92296887E+001
   1.60677664E+003	1.86580045E+005	-4.86910674E+001	2.45232464E+002	2.09325577E+006	9.56215760E+000	5.82013217E+002	8.40894113E+002	-1.37433345E+005	2.34856521E-003	1.10958960E-003	3.86810395E-003	2.30773269E-003	-8.94578386E-001	1.43695835E+000	-7.69657183E-001	-2.75920054E+000	1.84511322E+000	-8.60859079E+001	1.60781285E+003	-4.61363731E+001	-5.56985307E+001	2.63674763E+006	2.70992778E+001	1.92206480E+001
   1.60677802E+003	1.86579885E+005	-5.91385087E+001	3.12420344E+003	-5.33680439E+005	1.85747006E+001	1.94351543E+003	8.41554311E+002	-1.37662760E+005	1.06311698E-003	6.20990297E-004	9.14684537E-004	2.93806105E-004	-1.28059459E+000	-2.03939351E+000	1.71708383E+000	6.66735861E-001	1.84664190E+000	-8.57684456E+001	1.60731515E+003	-5.61880936E+001	-7.47627942E+001	2.06240347E+006	2.71124855E+001	1.92130091E+001
   1.60677939E+003	1.86579726E+005	-6.29512910E+001	2.39020182E+003	-1.34383939E+006	1.42563384E+001	2.06543304E+003	8.42951056E+002	-1.37891629E+005	5.77030921E-004	6.82727827E-004	2.02628257E-004	4.16581160E-004	9.05194405E-001	-1.31709906E+000	2.94179549E+000	1.62419867E+000	1.84817058E+000	-8.50713936E+001	1.60725466E+003	-6.01009932E+001	-7.43573315E+001	2.10794007E+006	2.71275527E+001	1.92032359E+001
   1.60678077E+003	1.86579566E+005	-5.31330471E+001	5.41938508E+002	1.61496606E+006	6.02575714E+000	2.35293080E+003	8.46202478E+002	-1.38118835E+005	1.87339489E-003	1.20499890E-003	1.08122364E-003	1.89489992E-003	9.43684875E-002	-2.92001676E+000	-2.22054304E+000	2.70680155E+000	1.84969926E+000	-8.65601007E+001	1.60700952E+003	-5.10908163E+001	-5.71165734E+001	4.43149457E+006	2.71439987E+001	1.91929846E+001
   1.60678214E+003	1.86579406E+005	-5.66407218E+001	2.76310247E+003	-8.56542336E+005	5.98303010E+000	2.56178534E+003	8.47225029E+002	-1.38348461E+005	7.16958574E-004	8.24247357E-004	1.49379005E-003	9.53868824E-004	3.08402954E+000	-2.35034659E+000	2.03542106E+000	6.49127428E-001	1.85122793E+000	-8.85531694E+001	1.60754148E+003	-5.46070620E+001	-6.05900921E+001	2.39180747E+006	2.71610086E+001	1.91828916E+001
   1.60678352E+003	1.86579246E+005	-4.86529775E+001	1.58504414E+003	1.23399582E+006	1.76661351E+001	2.20500631E+003	8.49429726E+002	-1.38577097E+005	1.04677650E-003	6.43730874E-004	2.77749869E-003	4.24833245E-003	8.05238663E-001	1.03208899E+000	-2.95053430E+000	2.72399209E+000	1.85275661E+000	-9.16823268E+001	1.60753698E+003	-4.57163798E+001	-6.33825149E+001	2.34257978E+006	2.71769848E+001	1.91731120E+001
   1.60678489E+003	1.86579087E+005	-5.20410494E+001	3.28224168E+003	1.18529731E+005	1.98916380E+001	7.93613751E+001	8.49931337E+002	-1.38807626E+005	2.22984506E-003	1.82001661E-003	1.74806496E-003	1.07704802E-003	-2.93848941E+000	8.73877064E-001	-1.40713035E-001	-2.25489984E+000	1.85428529E+000	-9.54322669E+001	1.60767325E+003	-4.90750494E+001	-6.89666874E+001	2.12210363E+006	2.71925102E+001	1.91631685E+001
   1.60678627E+003	1.86578927E+005	-5.05403048E+001	3.44526388E+003	-6.03589820E+005	1.59985696E+001	1.20122598E+003	8.50269360E+002	-1.39038510E+005	2.68074203E-003	3.16090343E-003	3.96073258E-004	5.70785438E-004	-2.73876830E+000	-1.33693733E-001	-7.91029606E-002	-2.29153689E-001	1.85581396E+000	-8.73751287E+001	1.60763523E+003	-4.76377822E+001	-6.36363517E+001	2.17062787E+006	2.72085352E+001	1.91514539E+001
   1.60678764E+003	1.86578767E+005	-4.87724280E+001	2.61510332E+003	-5.91695835E+005	1.46293345E+001	2.13795863E+003	8.51440424E+002	-1.39268753E+005	9.69109638E-004	1.94514453E-003	2.80758905E-003	3.73198799E-003	-2.62759673E+000	1.21875907E+000	-5.07992951E-001	-1.91215627E+000	1.85734264E+000	-8.51432207E+001	1.60781724E+003	-4.59091822E+001	-6.05385167E+001	1.63105476E+006	2.72222424E+001	1.91419423E+001
   1.60678902E+003	1.86578608E+005	-4.93391056E+001	1.80130002E+003	1.60172758E+006	3.05588719E+001	1.05099832E+003	8.53428115E+002	-1.39498370E+005	8.39417932E-005	1.20388664E-004	3.90931248E-003	2.82542955E-003	-2.55552640E+000	-1.81239065E+000	1.65361377E+000	-2.66925986E-001	1.85887132E+000	-8.55159265E+001	1.60804971E+003	-4.63326225E+001	-7.68914944E+001	1.47031049E+006	2.72359831E+001	1.91322316E+001
   1.60679040E+003	1.86578448E+005	-5.54222109E+001	4.00427889E+003	-7.75682156E+005	1.90254852E+001	2.53461643E+003	8.53205184E+002	-1.39730389E+005	4.08751486E-004	2.46337612E-004	1.59636997E-003	1.72118621E-003	1.04746010E+000	-2.74067338E+000	-2.09578757E+000	1.50617997E+000	1.86039999E+000	-8.97951758E+001	1.60796242E+003	-5.24659281E+001	-7.14914133E+001	3.74650151E+006	2.72474819E+001	1.91241675E+001
   1.60679177E+003	1.86578288E+005	-5.29249732E+001	2.93742186E+003	-6.58198848E+005	1.76300350E+001	2.80702845E+003	8.54052811E+002	-1.39961529E+005	7.81584258E-004	1.54036124E-003	4.86233569E-004	2.64166708E-003	1.76523949E+000	-1.20400222E+000	-2.01229724E+000	1.34927477E+000	1.86192867E+000	-8.68392666E+001	1.60813918E+003	-4.99889855E+001	-6.76190205E+001	4.55540105E+006	2.72571256E+001	1.91170699E+001
   1.60679315E+003	1.86578128E+005	-5.57173566E+001	2.03214737E+003	-1.05941192E+005	7.91484599E+000	1.78101847E+003	8.55808853E+002	-1.40191952E+005	7.24294760E-004	4.94847942E-004	1.06008692E-003	1.86234727E-003	1.72747711E+000	1.21873723E+000	-1.44098128E+000	1.49994169E+000	1.86345735E+000	-8.69146280E+001	1.60814610E+003	-5.33577257E+001	-6.12725717E+001	1.69421686E+006	2.72685336E+001	1.91082296E+001
